2008-06-15,黃嘉松牧師,亞伯拉罕信心的旅程(5),創14:1-12,海沃教會,,
2008-06-22,李龍山牧師,建立良好人際關係,太18:15-27,海沃教會,,
2008-06-22,林力山弟兄,神蹟與神能,,海沃教會,,
2008-07-13,黃嘉松牧師,亞伯拉罕信心的旅程(6),創15,海沃教會,,
2008-07-27,林力山弟兄,下半場,約8:12,海沃教會,,
2008-08-03,黃嘉松牧師,神宣教的心,詩87,海沃教會,,
2008-08-10,黃嘉松牧師,亞伯拉罕信心的旅程(7),創16,海沃教會,,
2008-08-17,黃嘉松牧師,亞伯拉罕信心的旅程(8),,海沃教會,,
2008-08-24,葉耿齊傳道,頭條新聞,羅 1:8-17,海沃教會,,
2008-08-31,李龍山牧師,財富的自由與責任,提前 6:17-19,海沃教會,,
2008-09-07,黃嘉松牧師,亞伯拉罕信心的旅程(8)-2,創17,海沃教會,,
2008-09-14,短宣隊,台灣中原大學英文營短宣,,海沃教會,,
2008-09-21,Greg. Ng 宣教士,同心合意,腓1:1-6,海沃教會,,
2008-09-28,葉耿齊傳道,值得嗎,腓3：7-11,海沃教會,,
2008-10-05,黃嘉松牧師,最幸運的人,提前 1:12-17,海沃教會,,
2008-10-12,黃嘉松牧師,亞伯拉罕信心的旅程(9),,海沃教會,,
2008-10-19,林力山弟兄,不要怕,約 6:16-21,海沃教會,,
2008-10-26,林力山弟兄,只要信,約 6:16-21,海沃教會,,
2008-11-02,黃嘉松牧師,信心的高峰,,海沃教會,,
2008-11-09,黃嘉松牧師,主來的日子近了,彼前4：7-11,海沃教會,,
2008-11-16,林力山弟兄,生命之光,約8:12,海沃教會,,
2008-11-23,黃嘉松牧師,多有感恩的教會,西 1:1-12,海沃教會,,
2008-11-30,陳鴻沫牧師,感恩的行動,林後 9:1-15,海沃教會,,
2008-12-07,黃嘉松牧師,屬靈生命的記號,約壹 1:1-4,海沃教會,,
2008-12-14,黃嘉松牧師,撒種的快樂,詩126,海沃教會,,
2008-12-25,黃嘉松牧師,神的秘密(暫缺）,提前3：16,海沃教會,,
2008-12-28,陳鴻沫牧師,山海震動，處變不驚,詩46,海沃教會,,
2009-01-04,黃嘉松 牧師,作主門徒,太28:16-20,海沃教會,,
2009-01-11,黃嘉松牧師,作主門徒的記號 (1),,海沃教會,,
2009-01-18,陳鴻沫牧師,心意更新的生活,羅12:1-2,海沃教會,,
2009-01-25,黃嘉松牧師,作主門徒的記號 (2),,海沃教會,,
2009-02-01,黃嘉松牧師,主的門徒--彼得(1),路3:1-9；約1:35-42,海沃教會,,
2009-02-08,黃嘉松牧師,主的門徒--彼得(2),路5:1-11,海沃教會,,
2009-02-15,黃嘉松牧師,主的門徒--彼得(3),可3:13-19,海沃教會,,
2009-02-22,葉耿齊傳道,回家,路15:25-32,海沃教會,,
2009-03-01,黃嘉松牧師,主的門徒 --彼得(4),可15:22-33,海沃教會,,
2009-03-08,黃嘉松牧師,主的門徒--彼得(5),約6:66-69；太16:13-19,海沃教會,,
2009-03-15,黃嘉松牧師,主的門徒 --彼得(6),太26: 69-75,海沃教會,,
2009-03-22,林力山弟兄,彼得的改變,彼後1: 3-4,海沃教會,,
2009-03-29,陳鴻沫牧師, 具有感染力 的基督徒,太5: 13-16,海沃教會,因技術問題，中間有約一分鐘短暫空白,
2009-04-05,黃嘉松牧師, 主的門徒--彼得(7),可16: 1-8；約21: 15-19,海沃教會,,
2009-04-12,黃嘉松牧師,主果然復活了,路24:13-25,海沃教會,,
2009-04-19,葉耿齊傳道,自由與奴役,加拉太書5:1-6,海沃教會,,
2009-04-26,曾思翰牧師,新時代新合一,弗4:1-6,海沃教會,,
2009-05-03,黃嘉松牧師,路得: 危機時代跟隨神的人(1),得 1：1-7,海沃教會,,
2009-05-09,遠志明弟兄,尋找就尋見(上)||尋找就尋見 (下),佈道會 (1),海沃教會,,
2009-05-10,遠志明弟兄,祈求就得著,佈道會 (2),海沃教會,,
2009-05-24,黃嘉松牧師,路得: 危機時代跟隨神的人(3),得 1：1-7,海沃教會,,
2009-05-31,林力山弟兄,彼此相愛,約13: 34,海沃教會,,
2009-06-07,黃嘉松牧師,路得: 危機時代跟隨神的人(4),得2:1-18,海沃教會,,
2009-06-14,孫約翰牧師,至美的團隊,馬可2:1-12,海沃教會,,
2009-06-21,黃嘉松牧師,路得: 危機時代信神而活的人(5),得 1：1-7,海沃教會,,
2009-06-28,葉耿齊傳道,軟弱即剛強,約13: 34,海沃教會,,
2009-07-05,黃嘉松牧師,路得: 危機時代信神而活的人(6),得2:1-18,海沃教會,,
2009-07-12,黃嘉松牧師,路得: 危機時代信神而活的人(7),得4:1-6,海沃教會,,
2009-07-19,陳鴻沫牧師,屬靈復興,尼西米記8:1-12,海沃教會,,
2009-07-26,林力山弟兄,彼此相愛(2),約壹4:7-8;林前13:4-7,海沃教會,,
2009-08-02,黃嘉松牧師,路得: 危機時代信神而活的人(7),得4:7-22,海沃教會,因技術問題只錄到後半段,
2009-08-09,黃嘉松牧師,誰是有福的人,耶17:1-14,海沃教會,,
2009-08-16,黃嘉松牧師,一個人生不可逃避的問題,彼前4:12-19,海沃教會,,
2009-08-23,葉耿齊傳道,有人在家嗎？,啟3:14~22,海沃教會,,
2009-08-30,黃嘉松牧師,基督僕人的生命,路42: 35-48,海沃教會,,
2009-09-06,李嫣如宣教士,患難中隱藏的珍寶,太: 5:13-16,海沃教會,宣教月,
2009-09-13,邱志健牧師,建立宣教使命的教會,"弗1:23, 路19:10,徒22:8, 10",海沃教會,宣教月,
2009-09-13,邱志健牧師,人人宣教:鹽和光,太: 5:13-16,海沃教會,宣教月,
2009-09-20,李子群牧師,主步亦步 - 宣教的基礎,約14：12,海沃教會,宣教月,
2009-09-27,陳鴻沫牧師,我在這裡－請差遣我,賽6:1-8,海沃教會,宣教月,
2009-10-04,黃嘉松牧師,堅固中成長的教會,西4:2-6,海沃教會,中英聯合聚會;萬嗣興口譯,
2009-10-11,葉耿齊傳道,放手,彼前5:7-9,海沃教會,,
2009-10-18,葉耿齊傳道,飽滿的麥穗,彼前5:5-6,海沃教會,,
2009-10-25,黃嘉松牧師,飛揚的信心(1): 試煉有何益處,雅各1: 1-4,海沃教會,,
2009-11-01,黃嘉松牧師,飛揚的信心(2): 試煉與智慧,雅1:5-11,海沃教會,,
2009-11-08,黃嘉松牧師,飛揚的信心(3): 試煉與試探,雅各1: 12-18,海沃教會,,
2009-11-15,林力山弟兄,彼此相愛(3),約壹3:23-24,海沃教會,,
2009-11-22,黃嘉松牧師,神的道與成長,,海沃教會,,
2009-11-29,陳鴻沫牧師,基督徒感恩的縁由,西3:12-17,海沃教會,,
2009-12-06,黃嘉松牧師, 飛揚的信心(5): 活出憐憫,雅 1:27~2:13,海沃教會,,
2009-12-13,林力山弟兄, 愛是不止息,提前1:5,海沃教會,,
2009-12-20,黃嘉松牧師, 聖誕節做什麽？,路2：15~20;太2：9~11,海沃教會,,
2009-12-27,葉耿齊傳道, 屬靈成長(一),太4：1~11,海沃教會,,
2010-01-03,黃嘉松牧師,展翅上騰，熱心事主(1),書24：14~18,海沃教會,,
2010-01-10,黃嘉松牧師,展翅上騰，熱心事主(2),太4：10,海沃教會,,
2010-01-17,黃嘉松牧師,展翅上騰，熱心事主(3),詩 100:1-5,海沃教會,,
2010-01-24,葉耿齊傳道,屬靈成長（二）,路15:11-24,海沃教會,,
2010-01-31,陳鴻沫牧師,活潑的盼望,"彼前1:3-12,3:15",海沃教會,,
2010-02-07,黃嘉松牧師,永恆的賞賜,林後5:9-10,海沃教會,,
2010-02-14,黃嘉松牧師,永恆的賞賜（二）,約2：8,海沃教會,,
2010-02-21,黃嘉松牧師,永恆的賞賜（三）,約2：8,海沃教會,,
2010-02-28,林力山弟兄,從新得力,賽40：29-31,海沃教會,,
2010-03-07,歐穎寧牧師,"從“願”思& ldquo;源""",約3：29-30,海沃教會,,
2010-03-14,黃嘉松牧師,等候神（一),賽40：27-31,海沃教會,,
2010-03-21,黃嘉松牧師,現在就是拯救的日子,詩32,海沃教會,,
2010-03-28,葉耿齊傳道,屬靈成長（三）,可 8:13-21,海沃教會,,
2010-04-04,黃嘉松牧師,他復活了,太 28:1-10,海沃教會,,
2010-04-11,黃嘉松牧師,等候神（二）,賽40：27-31,海沃教會,,
2010-04-18,葉耿齊傳道,屬靈成長（四）,傳3：1-15,海沃教會,,
2010-04-23,東方比利,灣區詩歌佈道會||- 開場影片 ||- 比利見證1||- 比利見證2,,海沃教會,佈道會,
2010-04-25,陳鴻沫牧師,圣潔生活的緣由,彼前1：13-23,海沃教會,,
2010-05-02,黃嘉松牧師,但以理 -- 認識神掌權的人,但1:1~13,海沃教會,,
2010-05-09,黃嘉松牧師,但以理 -- 認識神掌權的人(2),但1:17~2:13,海沃教會,,
2010-05-16,林力山弟兄,蒙恩的罪人,詩32,海沃教會,,
2010-05-23,葉耿齊傳道,與豪豬共舞,,海沃教會,,
2010-05-30,黃嘉松牧師,但以理 -- 認識神掌權的人(3),但,海沃教會,,
2010-06-06,黃嘉松牧師,但以理 -- 認識神掌權的人(4),但 3,海沃教會,,
2010-06-13,黃嘉松牧師,但以理 -- 認識神掌權的人(5),但 4,海沃教會,,
2010-06-20,黃嘉松牧師,祝福你的兒女,創 48,海沃教會,,
2010-06-27,林力山弟兄,喜樂的人,腓4:4-7,海沃教會,,
2010-07-04,黃嘉松牧師,但以理-認識神掌權的人(六),但5章,海沃教會,,
2010-07-11,黃嘉松牧師,但以理-認識神掌權的人(七),但6章,海沃教會,,
2010-07-17,黃子嘉牧師,與主同伴同工,,UC Davis,夏令會,
2010-07-17,黃子嘉牧師,與主同苦同榮,,UC Davis,夏令會,
2010-07-17,黃子嘉牧師,與主同死同活,,UC Davis,夏令會,
2010-07-17,黃子嘉牧師,與主同道同行,,UC Davis,夏令會,
2010-07-17,黃子嘉牧師,與主同心同行,,UC Davis,夏令會,
2010-07-18,葉耿齊傳道,捨得,詩37：1-11,海沃教會,,
2010-07-25,葉耿齊傳道,你是什麼料,撒上 17：41-47,海沃教會,,
2010-08-01,Greg Eng,Greg Eng,,海沃教會,,
2010-08-08,黃嘉松牧師,讓基督的平安作主(一),,海沃教會,,
2010-08-15,黃嘉松牧師,讓基督的平安作主(二),羅5:1~2,海沃教會,,
2010-08-22,陳鴻沫牧師,宣召與順服,賽55：1-9,海沃教會,,
2010-08-29,陳肇兆牧師,團隊事奉,太4: 18-32,海沃教會,,
2010-09-19,黃嘉松牧師,神的心願,"弗1:3~6,賽49:1~6",海沃教會,,
2010-09-26,黃嘉松牧師,以掃輕看長子名分,創 25：19～34,海沃教會,,
2010-10-03,黃嘉松牧師,祝福滿滿（一）,弗 1：1～14,海沃教會,,
2010-10-08,林三綱牧師,培靈會 (一) ：個人靈性在生活中增長,來 11：4～7,海沃教會,,
2010-10-10,林三綱牧師,培靈會 (三) ：忠心事奉成全神旨意,來 11：23～31,海沃教會,,
2010-10-10,林三綱牧師,培靈會 (二) ：迎接啟示中的目標,來 11：8～22,海沃教會,,
2010-10-17,葉耿齊傳道,紀律之美,林前9:24~27,海沃教會,,
2010-10-24,黃嘉松牧師,祝福滿滿（二）,弗 1：1～14,海沃教會,,
2010-11-02,黃嘉松牧師,神最想讓人知道的一件事,弗2：1～10,海沃教會,,
2010-11-14,黃嘉松牧師,神偉大的和好工作,,海沃教會,mp3,
2010-11-21,黃嘉松牧師,向神感恩,申 8：10～20,海沃教會,,
2010-11-28,陳鴻沫牧師,怒氣與恩典,詩30：4～6,海沃教會,,
2010-12-05,黃嘉松牧師,一個永世奧秘已顯現(1)|| 一個 永世奧秘已顯現(2),弗 3：1～13,海沃教會,,
2010-12-12,林安國牧師,委身不能震動的國,來12：25～29,海沃教會,,
2010-12-19,黃嘉松牧師,馬利亞的敬拜,路1:46-55,海沃教會,,
2010-12-26,葉耿齊傳道,無花果葉的背後,創3:8-10,海沃教會,,
2011-01-02,黃嘉松牧師,敬拜與侍奉（1）,,海沃教會,,
2011-01-09,黃嘉松牧師,敬拜與侍奉（2）,約 4：21-24,海沃教會,,
2011-01-16,黃嘉松牧師,敬拜與侍奉（3）,創22：1～19,海沃教會,,
2011-01-23,葉耿齊傳道,這世界的諸神（1）,詩16：4,海沃教會,,
2011-01-30,陳鴻沫牧師,在基督裡長進,,海沃教會,,
2011-02-06,黃嘉松牧師,我們的神,羅1：16~25,海沃教會,,
2011-02-13,黃嘉松牧師,敬拜神的雅各,,海沃教會,,
2011-02-20,黃嘉松牧師,敬拜神的約伯,伯 1:13-22,海沃教會,,
2011-02-27,林力山弟兄,主賜恩福,太16：15～17,海沃教會,,
2011-03-06,黃嘉松牧師,我們所認識的神(二),出 3:1-15,海沃教會,,
2011-03-13,羅天樂牧師,音樂與敬拜,,海沃教會,,
2011-03-20,黃嘉松牧師,獻上讚美的祭,詩145：1-13,海沃教會,,
2011-03-27,葉耿齊傳道,這世界的諸神(2) - 成就的誘惑,創11：1-9,海沃教會,,
2011-04-03,黃嘉松牧師,正常基督徒生活的特徵,彼前2：1-10,海沃教會,,
2011-04-10,黃嘉松牧師,正常基督徒生活的特徵(2),彼前2：1-10,海沃教會,,
2011-04-17,陳鴻沫牧師,復活與我何干,"林前15：12~19,45~58",海沃教會,,
2011-04-24,黃嘉松牧師,基督復活與教會,,海沃教會,,20110424huang.mp3
2011-05-01,黃嘉松牧師,教會的本質,"太16:18,弗1：19-23，哥前17-23",海沃教會,,
2011-05-08,黃嘉松牧師,一對同心同行的夫婦,徒18：1～4,海沃教會,,20110508huang.mp3
2011-05-15,葉耿齊傳道,這世界的諸神-忙碌,創 2:1-3,海沃教會,,2011051511Yeh.mp3
2011-05-22,葉耿齊傳道,這世界的諸神-金钱,路 16：1~15,海沃教會,,
2011-05-29,黃嘉松牧師,基督復活與傳福音,路24:44-53,海沃教會,技術問題無法提供錄音檔案,
2011-06-05,黃嘉松牧師,給孩子留點甚麼,來11：17-22,海沃教會,,
2011-06-12,黃嘉松牧師,一個屬靈父親的榜樣,,海沃教會,,20110612huang.mp3
2011-06-19,王禮平牧師,勇者的畫像,,海沃教會,,20110619wong.mp3
2011-06-26,林力山弟兄,美的侍奉,太26：6-13,海沃教會,,20110626lin.mp3
2011-07-03,黃嘉松牧師,當堅固你的心,詩27：1～14,海沃教會,,20110703huang.mp3
2011-07-10,黃嘉松牧師,跟隨主的挑戰,路 9：23～27,海沃教會,,20110710huang.mp3
2011-07-17,葉耿齊傳道,路(mp3),约14：1~6,海沃教會,,20110717yeh.mp3
2011-07-24,葉耿齊傳道,這世界的諸神(五) - 個人主義,加 6：1-5,海沃教會,,20110724yeh.mp3
2011-07-31,陳鴻沫牧師,聽道與行道(錄影),,海沃教會,,20110731Chan.mp3
2011-08-07,黃嘉松牧師,忠心事主的人,提後 1：1-7,海沃教會,,20110807huang.mp3
2011-08-13,黃嘉松牧師,教養兒女認識神,但 1：1-21,海沃教會,,20110813huang.mp3
2011-08-21,黃嘉松牧師,忠心事奉主的人(二),提後 1：8-`8,海沃教會,,20110821huang.mp3
2011-08-28,林力山弟兄,真誠的敬拜,提後 1：8-`8,海沃教會,,20110828lin.mp3
2011-09-04,Bill Stephens,出其意外,徒 16：6-34,海沃教會,,20110904Bill.mp3
2011-09-18,黃嘉松牧師,忠心剛強的基督徒| mp3,提後 2:1~8,海沃教會,,20110918huang.mp3
2011-09-25,葉耿齊傳道,看見,約 9:1-41,海沃教會,,20110925yeh.mp3
2011-10-02,Jamie Taylor （戴继宗）,我不能不說,"徒 4:13,29-318",海沃教會,,20111002huang.mp3
2011-10-09,黃嘉松牧師,忠心忍耐的基督徒,,海沃教會,,20111009huang.mp3
2011-10-16,黃嘉松牧師,忠心與專心的基督徒,提後 2:14~19,海沃教會,,20111016huang.mp3
2011-10-23,葉耿齊傳道,轉變,代上 21,海沃教會,,20111023yeh.mp3
2011-11-06,黃嘉松牧師,回家,路 15:11-24,海沃教會,,20111106huang.mp3
2011-11-13,黃嘉松牧師,危險的日子,,海沃教會,,20111113huang.mp3
2011-11-20,黃嘉松牧師,約拿的感恩,拿:2:1-10,海沃教會,,20111120huang.mp3
2011-11-27,陳鴻沫牧師,怎能不感恩,拿:2:1-10,海沃教會,,20111123yeh.mp3
2011-12-04,黃嘉松牧師,在危險的日子中得勝,提後 3: 5~17,海沃教會,,20111127chen.mp3
2011-12-11,張西平牧師,作新造的人,加5:16~26,海沃教會,,20111204huang.mp3
2011-12-18,黃嘉松牧師,真正的饱足,约6：25-41,海沃教會,,20111218huang.mp3
2011-12-25,葉耿齊傳道,聖誕真義,路 2：1-15,海沃教會,,20111225yeh.mp3
2012-01-01,黃嘉松牧師,興旺福音 mp3,腓 1:1-18;27,海沃教會,,20120101huang.mp3
2012-01-08,黃嘉松牧師,有感染力的教會,帖前1：1-10,海沃教會,,20120108huang.mp3
2012-01-15,黃嘉松牧師,收割靈魂的喜樂,約:4：31-42,海沃教會,,20120115huang.mp3
2012-01-22,葉耿齊牧師,王者歸來(一)反叛與憤怒,羅:3：19-20,海沃教會,,20120122yeh.mp3
2012-01-29,陳鴻沫牧師,雅各的屬靈經歷,創世紀32: 22-32,海沃教會,,20120129chen_.mp3
2012-02-05,黃嘉松牧師,興旺福音的激情,羅 1:1-7,海沃教會,,20120205huang.mp3
2012-02-12,黃嘉松牧師,福音的救贖,"耶2:1-19,24-25",海沃教會,,20120212huang.mp3
2012-02-18,遠志明牧師,信息一:作神的兒女,,海沃教會,福音佈道會,20120218yuanzhiming.mp3
2012-02-19,遠志明牧師,信息二: 吃天上的糧,,海沃教會,福音佈道會,20120219ayuanzhiming.mp3
2012-02-19,遠志明牧師,信息三:走不知道的路 ,,海沃教會,福音佈道會,20120219byuanzhiming.mp3
2012-02-26,林立山弟兄,我們的神,弗1：17,海沃教會,,20120226lin.mp3
2012-03-04,黃嘉松牧師,福音:和好的大能,創50:14-21,海沃教會,,20120304huang.mp3
2012-03-11,黃嘉松牧師,人子是誰？,太16:13-17,海沃教會,,20120311huang.mp3
2012-03-18,黃嘉松牧師,為何不能認識主？,可10:17-27,海沃教會,,20120318huang.mp3
2012-03-25,葉耿齊牧師,王者歸來（二） 血路,羅3：21-31,海沃教會,,20120325yeh.mp3
2012-04-01,黃嘉松牧師,跟隨復活的主,約21:1~17,海沃教會,,20120401Huang.mp3
2012-04-08,黃嘉松牧師,跟隨復活的主(二),西3：1-11,海沃教會,,20120408huang.mp3
2012-04-15,黃嘉松牧師,跟隨復活的主(三),,海沃教會,,20120415huang.mp3
2012-04-22,葉耿齊牧師,王者歸來（三） 信心真貌,羅 4：17-25,海沃教會,,20120422Yeh.mp3
2012-04-29,陳鴻沫牧師,活出新生命,西 3：12-17,海沃教會,,20120429Chen.mp3
2012-05-06,黃嘉松牧師,神揀選與塑造的人-雅各(1),創 25:19-34,海沃教會,,20120506Huang.mp3
2012-05-13,黃嘉松牧師,神揀選與塑造的人-雅各(2),創 27,海沃教會,,20120513Huang.mp3
2012-05-20,葉耿齊牧師,王者歸來(四)連結,羅 5：12-21,海沃教會,,20120520Yeh.mp3
2012-05-27,黃嘉松牧師,神揀選與塑造的人-雅各(3),創 28,海沃教會,,20120527huang.mp3
2012-06-03,葉耿齊牧師,王者歸來(五)連結, ,海沃教會,,20120603Yeh.mp3
2012-06-10,黃嘉松牧師,神揀選與塑造的人-雅各(4),創 30:25-31:55,海沃教會,,20120610huang.mp3
2012-06-17,黃嘉松牧師,神揀選與塑造的人-雅各(5),創 31:55,海沃教會,,20120617huang.mp3
2012-06-24,葉耿齊牧師,王者歸來(六) 更高的力量,罗 7：21-8:11,海沃教會,,20120624yeh_.mp3
2012-07-01,黃嘉松牧師,神揀選與塑造的人-雅各(6),創 32,海沃教會,,20120701huang.mp3
2012-07-08,黃嘉松牧師,神揀選與塑造的人-雅各(7),創 33:1-20,海沃教會,,20120708huang.mp3
2012-07-15,黃嘉松牧師,神揀選與塑造的人-雅各(8),創 34:1-31,海沃教會,,20120715huang.mp3
2012-07-29,林力山弟兄,救恩与福音,,海沃教會,,20120729lin.mp3
2012-08-05,黃嘉松牧師,神揀選與塑造的人-雅各(9),創 35,海沃教會,,20120805Huang.mp3
2012-08-12,黃嘉松牧師,神揀選與塑造的人-雅各(10),創 49,海沃教會,,20120812huang.mp3
2012-08-19,葉耿齊牧師,王者歸來(七)軟弱中的盼望,羅 8:21-39,海沃教會,,20120819yeh.mp3
2012-08-26,黃嘉松牧師,求主容我与你同行,来 11：6，林後13：5,海沃教會,,20120826huang.mp3
2012-09-02,黃嘉松牧師,信心的省察(二),來 11:6 林後 13:5,海沃教會,,20120902Huang.mp3
2012-09-09,林立山弟兄,選手選民,林前9：24～25,海沃教會,,20120909lin.mp3
2012-09-16,Bob Sjogren,The Other Side of The Cross 十字架的另一面,,海沃教會,,20120916sjogren.mp3
2012-09-16,Bob Sjogren,下午講道:彰顯神的榮耀(1),,海沃教會,,20120916_1sjogren.mp3
2012-09-16,Bob Sjogren,下午講道:彰顯神的榮耀(2),,海沃教會,,20120916_2sjogren.mp3
2012-09-23,黃嘉松牧師,耶和華與他同在,撒上3：1-21,海沃教會,,20120923huang.mp3
2012-09-30,黃嘉松牧師,與神相交,約壹 1：1-4,海沃教會,audio file missed,
2012-10-07,黃嘉松牧師,與神相交(二),約壹 1：1-4,海沃教會,,20121007huang.mp3
2012-10-14,黃嘉松牧師,行在光中,約壹 1：5-10,海沃教會,,20121014huang.mp3
2012-10-21,黃嘉松牧師,行在光中(二),約壹 2：1-2：11,海沃教會,,20121021huang.mp3
2012-10-28,陳鴻沫牧師,如何活在不信的世界,,海沃教會,,20121028chen.mp3
2012-11-04,黃嘉松牧師,行在光中(三),約壹 2：12-2：17,海沃教會,,20121104huang.mp3
2012-11-11,黃嘉松牧師,在盼望中與神相交,約一3:2~10,海沃教會,,20121111huang.mp3
2012-11-18,葉耿齊牧師,之後,羅12:1-2,海沃教會,,20121118yeh.mp3
2012-11-25,黃嘉松牧師,感恩與敬拜,詩 95,海沃教會,,20121125huang.mp3
2012-12-02,葉耿齊牧師,思考，再出發,,海沃教會,,20121202yeh.mp3
2012-12-09,黃嘉松牧師,盼望救主的西面,路2：25-30,海沃教會,,20121209huang.mp3
2012-12-16,黃嘉松牧師,蒙福的性情,路1：46-55,海沃教會,,20121216huang.mp3
2012-12-23,黃嘉松牧師,歷史的時刻,加4：1-11,海沃教會,,20121223huang.mp3
2012-12-30,胡鼎漢牧師,主同在就是幸福,太6:9-13,海沃教會,,20121230hu.mp3
2013-01-06,黃嘉松牧師,"發光社區,關懷社群",腓 2:12-17,海沃教會,,20130106huang.mp3
2013-01-13,黃嘉松牧師,真實的虔誠,,海沃教會,,20130113huang.mp3
2013-01-20,葉耿齊牧師,神的條件,代下7:14,海沃教會,,20130120yeh.mp3
2013-01-27,黃嘉松牧師,與神同行的對話（一）,太6：5-15,海沃教會,,20130127huang.mp3
2013-02-03,葉耿齊牧師,基督徒的生命（一）看重關係的生命,太5：20-26,海沃教會,,20130203yeh.mp3
2013-02-10,黃嘉松牧師,與神同行的對話（二）,太6：5-15,海沃教會,,20130210huang.mp3
2013-02-17,黃嘉松牧師,神情人節的禮物,約3：16,海沃教會,,20130217huang.mp3
2013-02-24,葉耿齊牧師,基督徒的生命（二）思想純潔的生命,"太5：20,27-30",海沃教會,,20130224yeh.mp3
2013-03-03,葉耿齊牧師,基督徒的生命（三）看重婚約的生命,"太5：20,27-30",海沃教會,,20130303yeh.mp3
2013-03-10,葉耿齊牧師,基督徒的生命（四）看重話語的生命,太5：33-37,海沃教會,,20130310yeh.mp3
2013-03-17,葉耿齊牧師,基督徒的生命（五）放棄權利的生命,太5：38-42,海沃教會,,20130317yeh.mp3
2013-03-24,陳肇兆牧師,就愛他們到底,約13：1-17,海沃教會,,20130324chen.mp3
2013-03-31,黃嘉松牧師,人子是誰,馬太16：13-19,海沃教會,,20130331huang.mp3
2013-04-07,葉耿齊牧師,張力?動力!,徒6：1-7,海沃教會,,20130407yeh.mp3
2013-04-14,杜林茜牧師,傳承,提2：1-2,海沃教會,,20130414du.mp3
2013-04-21,葉耿齊牧師,張力?動力!(二),創40：23,海沃教會,,20130421yeh.mp3
2013-04-28,陳鴻沫牧師,更深的醫治,可2：1-12,海沃教會,,20130428chen.mp3
2013-05-05,央正義牧師,異象與使命,徒26：16-20 羅:1:11-13,海沃教會,,20130505yang.mp3
2013-05-12,葉耿齊牧師,有才德的婦人,箴言31:10-31,海沃教會,,20130512yang.mp3
2013-05-19,葉耿齊牧師,因果與恩典(一),加 6:7-8,海沃教會,,20130519yang.mp3
2013-05-26,葉耿齊牧師,因果與恩典(二),,海沃教會,,20130526yeh.mp3
2013-06-02,柳林慧中傳道,從神學角度看餐福運動,哥林多前書 10:31,海沃教會,,20130602liu.mp3
2013-06-09,林力山弟兄,有這寶貝,哥林多後書 4：7，16,海沃教會,,20130609lin.mp3
2013-06-16,溫英幹弟兄,教養敬虔的後代 | Youtube錄影,詩篇 128：1-6,海沃教會,,20130616wen.mp3
2013-06-23,葉耿齊牧師,救恩的目的,提多書 2：11-15,海沃教會,,20130623yeh.mp3
2013-06-30,葉耿齊牧師,何必上教會,徒2:41-47,海沃教會,,20130630yeh.mp3
2013-07-07,陳鸿沫牧師,希西家的祷告,賽38：1-20,海沃教會,,20130707chen.mp3
2013-07-14,葉耿齊牧師,何必有牧師,,海沃教會,,20130714yeh.mp3
2013-07-21,關國瑞牧師,夏令會(錄音影像),,Sonoma State University,Video Only,
2013-08-04,葉耿齊牧師,勇敢的心(前段包含嬰兒奉獻禮),希10:32-39,海沃教會,,20130804yeh.mp3
2013-08-11,李稼軒傳道,最大的誡命,申6:4-9,海沃教會, 王璐翻譯,20130811li.mp3
2013-08-18,林力山弟兄,更像我主,以4:13,海沃教會,,20130818lin.mp3
